4FDBC8C7,CFB55925,4E99BE88,2
CEA6EBF4,CFECCD81,D00B443F,2
4EC6F5EF,4F92AF81,4FC46CFD,2
CE9CF28A,800EAEBA,CE9CF28A,2
4FC7121D,4EF9FBEA,5002C88C,2
4FDB061D,4FDF8C67,505D4942,2
CEEE9E86,4F4727F7,4E9FB168,2
D0033F42,4F3593F0,CFABB48C,2
4FE3258E,CFC17A40,4E86AD38,2
CFD7B1A3,5.00E+62,4EC32C34,2
CF3E2B43,4F2F49E2,CD6E1610,2
4E352D64,CE8AAB3A,CDC05220,2
CF5E9B59,CF6242B9,CFE06F09,2
CF0958CF,CF2BF778,CF9AA824,2
4FC74663,CF23FA7F,4F6A9247,2
CFB8C0B4,CFAE0463,D033628C,2
4FEF841B,CF04DB62,4FAD166A,2
4F98E9F7,CFDF2CB1,CF0C8574,2
CE5FE121,CF33C162,CF6BB9AA,2
4F8AB681,CF5AD2FC,4E6A6818,2
CF176168,4F870C62,4EED6EB8,2
4F83D709,CF820A35,4C666A00,2
CEF0C069,D0089C1D,D026B42A,2
4F1616EA,CF4E7190,CE616A98,2
4FBE7C87,002B2374,4FBE7C87,2
50028F39,4EC65476,501B59C8,2
CF4F3888,4F4892E6,CCD4B440,2
4F016681,CF50AC9F,CE9E8C3C,2
CF2E9CB9,CF1C7670,CFA58994,2
4DAF4D79,4FF3057D,4FFDFA55,2
CE31082C,4FB65BD1,4FA03ACC,2
4E9644C6,CEA4D6C7,CCE92010,2
4F108478,CFCA35F1,CF81F3B5,2
CEF06E74,4F9FD57C,4F4773BE,2
CFF3C56F,4F9427E9,CF3F3B0C,2
CF2585D0,4D879F5E,CF1491E4,2
CE89C8B0,4FCEA320,4FAC30F4,2
CF718474,CEDE4BFE,CFB0553A,2
4FEF841B,CF7EEC9E,4F601B98,2
CF25BA4B,4FEAE619,4F9808F4,2
4FBD514D,CFE93D8F,CEAFB108,2
CFBE9EDE,4D12C899,CFBA0899,2
CF771F05,D0008955,D03E5116,2
CE904023,CFC3F4BF,CFE804C8,2
CF23D2A2,CFC7DF34,D00CE442,2
CF5867EC,CEEE9ED8,CFA7DBAC,2
4E875D57,CFA2411B,CF8069C5,2
4FB2DE6C,CF4FEC04,4F15D0D4,2
CF866D8F,5005E3C5,4F8559FB,2
CFF77618,4FCA2AB0,CEB52DA0,2
CFA9238C,500AC4AD,4F58CB9C,2
CF403E8D,CFB93F1C,D00CAF31,2
D00437DE,CFCB3786,D069D3A1,2
4E91BDC4,50077796,5019AF4E,2
500DF78A,CF5CDC01,4FAD8114,2
80361275,CFDBC525,CFDBC525,2
D0008304,CEB643FE,D0174B84,2
5008C413,CE46AA53,4FF8B2DC,2
4FA95240,CE58A264,4F8E3DF4,2
D006010C,CF343F18,D03310D2,2
4F9D51F1,501334F3,5061DDEC,2
4F00014F,4F978CB3,4FD78D5A,2
4F2C132A,4FE529D8,501D99B6,2
CF0EBCEC,50074B8E,4FC738A6,2
D0002A0E,CF4F049C,D033EB35,2
CFCDAED8,CFA9238C,D03B6932,2
50085B54,CF412CCA,4FB02043,2
CFB5983C,CFF49AF3,D0551998,2
CF3175BB,4F086ED4,CE241B9C,2
500D71C1,CF5AB53F,4FAD88E2,2
CF1A833F,50054040,4FBD3EE0,2
4F00859D,4F4B2B01,4FA5D84F,2
4F27CFF2,CE9E87DB,4EB11809,2
4F416D65,4E8EA345,4F845F84,2
5003E28A,CF1D8935,4FB9007A,2
4FA0F7AC,4F8BF883,50167818,2
4FEE0F22,CF8C9B45,4F42E7BA,2
CFB244A9,4F5B4AE3,CF093E6F,2
CF9632F6,4EBB6861,CF4EB1BC,2
4E1699B8,CF2BF3EF,CF064D81,2
500C0AAF,CF657327,4FA55BCA,2
4FE16FB5,CFA2A2CD,4EFB33A0,2
4F31A2CB,D00A464E,CFBBBB36,2
CFD1EC6D,4FD40AD6,4C879A40,2
4FE0FD40,CF948DF8,4F18DE90,2
4F10BE1A,CECF5CD8,4E243EB8,2
CF8055A0,4FD8648C,4F301DD8,2
4E83F418,CFE3FA28,CFC2FD22,2
CF4EF871,4F50A808,4BD7CB80,2
CFFFB93A,CE5F13E1,D00DCDDB,2
4FF43779,4F8F44F6,5041BE38,2
CFA62153,CFFCDDD2,D0517F92,2
CFDF8B94,4F93CF1E,CF1778EC,2
CF80DDFE,CDC1CB1B,CF8CFAB0,2
CFA3080D,4FD7A02A,4ED26074,2
D0109C04,4F3FA05C,CFC167DA,2
CE31803D,CFFA7D28,D0085698,2
CFCB0568,4EE437CB,CF91F775,2
